FeatureID,TsTime,TsValue,TsValue_normalized,AquiferID
5870330010,9/15/2004,-3.38,-3.38,11
5870330010,1/13/2010,-2.31,-2.31,11
5871140003,10/28/2003,-78.05,-78.05,9
5871140003,8/15/2003,-79.36,-79.36,9
5871140003,11/25/2003,-77.03,-77.03,9
5871140003,12/10/2003,-77.51,-77.51,9
5871140003,1/17/2004,-77.15,-77.15,9
5871140003,3/12/2004,-77.07,-77.07,9
5871140003,2/19/2004,-77.53,-77.53,9
5871140003,4/15/2004,-77.84,-77.84,9
5871140003,7/14/2004,-74.62,-74.62,9
5871140003,6/21/2004,-79.75,-79.75,9
5871140003,5/6/2004,-78.16,-78.16,9
5871140003,8/25/2004,-74.3,-74.3,9
5871140003,9/10/2004,-73.94,-73.94,9
5871330001,6/21/2007,-9.48,-9.48,10
5871330001,3/27/2008,-8.43,-8.43,10
5871330001,11/14/2007,-9.26,-9.26,10
5871330001,3/10/2009,-8.44,-8.44,10
5871330001,5/6/2009,-9.46,-9.46,10
5871330001,1/13/2010,-8.97,-8.97,10
5871330001,7/18/2012,-8.78,-8.78,10
5871330001,7/27/2011,-8.64,-8.64,10
5871330001,11/18/2010,-8.94,-8.94,10
5871330001,7/13/2011,-8.61,-8.61,10
5871330003,10/22/2003,-39.23,-39.23,11
5871330003,8/15/2003,-41.55,-41.55,11
5871330003,11/25/2003,-39.1,-39.1,11
5871330003,12/10/2003,-39.41,-39.41,11
5871330003,1/15/2004,-39.78,-39.78,11
5871330003,3/17/2004,-38.9,-38.9,11
5871330003,2/19/2004,-39.77,-39.77,11
5871330003,4/16/2004,-38.96,-38.96,11
5871330003,7/14/2004,-38.49,-38.49,11
5871330003,6/22/2004,-5.32,-5.32,11
5871330003,5/7/2004,-38.96,-38.96,11
5871330003,8/5/2004,-38.25,-38.25,11
5871410003,10/28/2003,-29.73,-29.73,9
5871410003,8/15/2003,-29.45,-29.45,9
5871410003,11/25/2003,-29.74,-29.74,9
5871410003,12/10/2003,-30.6,-30.6,9
5871410003,1/14/2004,-30.89,-30.89,9
5871410003,3/12/2004,-30.06,-30.06,9
5871410003,2/19/2004,-30.85,-30.85,9
5871410003,4/15/2004,-29.98,-29.98,9
5871410003,7/14/2004,-29.75,-29.75,9
5871410003,6/21/2004,-29.95,-29.95,9
5871410003,5/6/2004,-29.87,-29.87,9
5871410003,8/5/2004,-29.6,-29.6,9
5871410003,9/10/2004,-29.53,-29.53,9
5871420001,10/28/2003,-12.07,-12.07,9
5871420001,8/15/2003,-11.97,-11.97,9
5871420001,11/25/2003,-12.02,-12.02,9
5871420001,12/10/2003,-12.84,-12.84,9
5871420001,1/14/2004,-12.97,-12.97,9
5871420001,3/12/2004,-12.27,-12.27,9
5871420001,2/19/2004,-13.07,-13.07,9
5871420001,4/15/2004,-77.84,-77.84,9
5871420001,7/14/2004,-11.94,-11.94,9
5871420001,6/21/2004,-11.87,-11.87,9
5871420001,5/6/2004,-12.28,-12.28,9
5871420001,8/5/2004,-11.94,-11.94,9
5871420001,9/10/2004,-12.27,-12.27,9
5871420001,6/21/2007,-10.11,-10.11,9
5871420001,3/27/2008,-14.29,-14.29,9
5871420001,11/14/2007,-10.12,-10.12,9
5871420001,3/10/2009,-10.27,-10.27,9
5871420001,7/15/2008,-10.49,-10.49,9
5871420001,10/30/2008,-9.86,-9.86,9
5871420001,5/6/2009,-11.01,-11.01,9
5871420001,1/13/2010,-9.72,-9.72,9
5871420001,7/18/2012,-9.72,-9.72,9
5871420002,10/28/2003,-19.81,-19.81,9
5871420002,8/15/2003,-19.64,-19.64,9
5871420002,11/25/2003,-19.73,-19.73,9
5871420002,12/10/2003,-19.75,-19.75,9
5871420002,1/14/2004,-19.89,-19.89,9
5871420002,3/12/2004,-20,-20,9
5871420002,2/19/2004,-20.82,-20.82,9
5871420002,4/15/2004,-20.08,-20.08,9
5871420002,7/14/2004,-19.68,-19.68,9
5871420002,5/6/2004,-19.97,-19.97,9
5871420002,8/5/2004,-19.57,-19.57,9
5871420002,9/10/2004,-19.99,-19.99,9
5871420003,10/28/2003,-13.13,-13.13,9
5871420003,8/15/2003,-13.16,-13.16,9
5871420003,11/25/2003,-13.02,-13.02,9
5871420003,12/10/2003,-13.04,-13.04,9
5871420003,1/14/2004,-13.18,-13.18,9
5871420003,3/12/2004,-13.32,-13.32,9
5871420003,2/19/2004,-30.85,-30.85,9
5871420003,4/15/2004,-13.4,-13.4,9
5871420003,7/14/2004,-12.99,-12.99,9
5871420003,5/5/2004,-13.3,-13.3,9
5871420003,8/5/2004,-12.98,-12.98,9
5871420003,9/10/2004,-13.23,-13.23,9
5874110008,10/21/2003,-2.38,-2.38,6
5874110008,8/15/2003,-6.4,-6.4,6
5874110008,11/13/2003,-2.58,-2.58,6
5874110008,12/4/2003,-2.6,-2.6,6
5874110008,1/16/2004,-2.7,-2.7,6
5874110008,3/3/2004,-2.8,-2.8,6
5874110008,2/11/2004,-3.2,-3.2,6
5874110008,4/5/2004,-3.1,-3.1,6
5874110008,7/14/2004,-2.3,-2.3,6
5874110008,6/14/2004,-2.5,-2.5,6
5874110008,5/11/2004,-2.8,-2.8,6
5874110008,8/11/2004,-1.9,-1.9,6
5874110008,9/8/2004,-1.75,-1.75,6
5874110008,7/21/2008,-4.7,-4.7,6
5874110008,7/11/2007,-3,-3,6
5874110008,11/20/2007,-2.25,-2.25,6
